data_source,threshold,min_num,run_times,csi_time,my_method_time,mean_error,max_error
Two_Patterns_TRAIN.csv[0],0.02,4,10,0.286316,0.1391929999999999,1.965396768610867e-09,9.982450054208697e-08
Two_Patterns_TRAIN.csv[1],0.02,4,10,0.2752439999999998,0.10377500000000017,1.6492617570566824e-09,6.2990433957747e-08
Two_Patterns_TRAIN.csv[2],0.02,4,10,0.26723600000000003,0.08440199999999987,7.483870560895513e-10,1.2193065271891273e-08
Two_Patterns_TRAIN.csv[3],0.02,4,10,0.2650590000000004,0.08528599999999997,1.1169187563813398e-09,2.5710096694773816e-08
Two_Patterns_TRAIN.csv[4],0.02,4,10,0.44069800000000026,0.21595999999999993,1.0374705302188578e-08,1.2223342113185355e-06
Two_Patterns_TRAIN.csv[5],0.02,4,10,0.28170500000000054,0.08454799999999985,2.3555738592309584e-09,1.0151823272535659e-07
Two_Patterns_TRAIN.csv[6],0.02,4,10,0.2851310000000007,0.1086929999999997,1.2795735088667275e-09,3.980853429537645e-08
Two_Patterns_TRAIN.csv[7],0.02,4,10,0.2804680000000008,0.09744399999999942,9.288926327714466e-09,5.916904328990548e-07
Two_Patterns_TRAIN.csv[8],0.02,4,10,0.28127800000000036,0.1520659999999996,9.276931594801847e-10,1.1750221683599024e-08
Two_Patterns_TRAIN.csv[9],0.02,4,10,0.36578599999999994,0.11940300000000015,1.2467444296970617e-09,2.180130253626107e-08
Two_Patterns_TRAIN.csv[10],0.02,4,10,0.43468400000000074,0.10739799999999988,1.46241209704801e-09,8.611693087279547e-08
Two_Patterns_TRAIN.csv[11],0.02,4,10,0.3733789999999999,0.09727200000000025,1.2661343461699544e-09,4.875669759436335e-08
Two_Patterns_TRAIN.csv[12],0.02,4,10,0.3318999999999992,0.09276900000000055,1.4353296479149748e-09,4.053176048485713e-08
Two_Patterns_TRAIN.csv[13],0.02,4,10,0.28476999999999997,0.09946300000000008,9.650743353695051e-10,1.2990104826618639e-08
Two_Patterns_TRAIN.csv[14],0.02,4,10,0.28301200000000115,0.09865300000000055,2.7464236737757814e-09,1.8064285372354598e-07
Two_Patterns_TRAIN.csv[15],0.02,4,10,0.2723249999999986,0.08811500000000017,1.2157147149111301e-09,3.5239781800627535e-08
Two_Patterns_TRAIN.csv[16],0.02,4,10,0.3733810000000002,0.10722999999999772,0.00026330144920734696,0.02169148672120672
Two_Patterns_TRAIN.csv[17],0.02,4,10,0.32625600000000077,0.09798499999999777,3.444108200520747e-09,3.28272203768091e-07
Two_Patterns_TRAIN.csv[18],0.02,4,10,0.3253839999999997,0.13603300000000118,5.705799428905678e-10,8.347485826683418e-09
Two_Patterns_TRAIN.csv[19],0.02,4,10,0.3074919999999999,0.06673999999999936,9.465829504629825e-10,2.7710510897442444e-08
Two_Patterns_TRAIN.csv[20],0.02,4,10,0.36750299999999925,0.12256300000000309,9.165494457343181e-10,5.060802078761566e-08
Two_Patterns_TRAIN.csv[21],0.02,4,10,0.3097910000000006,0.07645800000000236,1.7865131806388409e-09,7.393209159949567e-08
Two_Patterns_TRAIN.csv[22],0.02,4,10,0.2811370000000011,0.09327400000000097,1.4702745191434659e-09,4.751020262060791e-08
Two_Patterns_TRAIN.csv[23],0.02,4,10,0.2960189999999976,0.09843400000000102,1.4942074691807662e-09,2.0185586212351067e-08
Two_Patterns_TRAIN.csv[24],0.02,4,10,0.2806449999999998,0.09217299999999895,2.5046178772988322e-09,2.1788968301377788e-07
Two_Patterns_TRAIN.csv[25],0.02,4,10,0.29532899999999884,0.1302080000000032,2.869339762705771e-09,1.9501137501350455e-07
Two_Patterns_TRAIN.csv[26],0.02,4,10,0.3890449999999994,0.14636799999999894,6.959972275694258e-10,1.8590757151467672e-08
Two_Patterns_TRAIN.csv[27],0.02,4,10,0.3926879999999997,0.08439200000000113,8.932659222255493e-10,3.114196005992905e-08
Two_Patterns_TRAIN.csv[28],0.02,4,10,0.3203269999999989,0.11714800000000025,1.933206383648617e-08,2.1633060035674883e-06
Two_Patterns_TRAIN.csv[29],0.02,4,10,0.28197099999999864,0.08626999999999896,1.9337590395458766e-09,1.3451575190216035e-07
Two_Patterns_TRAIN.csv[30],0.02,4,10,0.28770099999999843,0.10663599999999818,1.4895648843039738e-09,4.141715000519072e-08
Two_Patterns_TRAIN.csv[31],0.02,4,10,0.2829100000000011,0.08696300000000079,1.266117202950023e-09,3.9669331639143076e-08
Two_Patterns_TRAIN.csv[32],0.02,4,10,0.2896660000000004,0.08537499999999909,1.3667771471925548e-09,2.0353278227556205e-08
Two_Patterns_TRAIN.csv[33],0.02,4,10,0.3048359999999981,0.0966060000000013,7.487527873337948e-10,1.551076246332595e-08
Two_Patterns_TRAIN.csv[34],0.02,4,10,0.29304600000000036,0.07848600000000161,8.257916006779852e-10,1.3062174332726596e-08
Two_Patterns_TRAIN.csv[35],0.02,4,10,0.3150790000000008,0.15740500000000068,6.136445068996057e-10,7.411589692745119e-09
Two_Patterns_TRAIN.csv[36],0.02,4,10,0.3112950000000012,0.08384099999999961,2.0830425658475847e-09,1.3340820201630487e-07
Two_Patterns_TRAIN.csv[37],0.02,4,10,0.3141510000000025,0.08473699999999695,1.2879507666131756e-09,2.511494873443739e-08
Two_Patterns_TRAIN.csv[38],0.02,4,10,0.3461329999999947,0.1629210000000043,6.965369805841548e-10,2.881567398782928e-08
Two_Patterns_TRAIN.csv[39],0.02,4,10,0.35084799999999916,0.13192399999999793,3.7337505174045125e-09,2.1423502627849678e-07
Two_Patterns_TRAIN.csv[40],0.02,4,10,0.383347999999998,0.10525100000000265,6.870238946953752e-10,2.1602397856286664e-08
Two_Patterns_TRAIN.csv[41],0.02,4,10,0.31998500000000263,0.15403599999999784,1.1340825678034913e-09,5.109296625784743e-08
Two_Patterns_TRAIN.csv[42],0.02,4,10,0.3215069999999969,0.11204100000000494,3.706159295972767e-09,2.9564539172206307e-07
Two_Patterns_TRAIN.csv[43],0.02,4,10,0.29320199999999375,0.07183599999999757,1.0532182212455578e-09,4.414060179457295e-08
Two_Patterns_TRAIN.csv[44],0.02,4,10,0.34589400000000126,0.09213600000000355,2.2414805272276236e-09,1.9867788806001026e-07
Two_Patterns_TRAIN.csv[45],0.02,4,10,0.3155319999999975,0.09534499999999468,6.72975207664093e-09,7.702991148492871e-07
Two_Patterns_TRAIN.csv[46],0.02,4,10,0.2971409999999963,0.12159000000000475,1.016935358634728e-09,1.867810972342421e-08
Two_Patterns_TRAIN.csv[47],0.02,4,10,0.3236399999999975,0.13872700000000293,7.631085435923774e-10,1.3465766328585515e-08
Two_Patterns_TRAIN.csv[48],0.02,4,10,0.2998710000000031,0.09276400000000251,1.16688448399445e-09,2.3054198939951584e-08
Two_Patterns_TRAIN.csv[49],0.02,4,10,0.30196300000000065,0.10341599999999573,2.2895312196797054e-09,9.573628253844881e-08
Two_Patterns_TRAIN.csv[50],0.02,4,10,0.314506999999999,0.08406699999999745,2.0239487053576164e-07,2.573633492530948e-05
Two_Patterns_TRAIN.csv[51],0.02,4,10,0.3172750000000022,0.1296299999999988,2.9848033497632246e-09,9.866960807346308e-08
Two_Patterns_TRAIN.csv[52],0.02,4,10,0.36970699999999823,0.11637599999999537,6.43723452245476e-09,6.031726883406719e-07
Two_Patterns_TRAIN.csv[53],0.02,4,10,0.35935499999999365,0.10349599999999981,1.0270472816935236e-09,1.9013013345622477e-08
Two_Patterns_TRAIN.csv[54],0.02,4,10,0.3022769999999966,0.07109499999999969,1.3601772580940062e-09,4.1558152043277087e-08
Two_Patterns_TRAIN.csv[55],0.02,4,10,0.3049960000000027,0.11957499999999754,2.39821472771161e-09,2.2027488455283163e-07
Two_Patterns_TRAIN.csv[56],0.02,4,10,0.29717899999999986,0.12939199999999573,8.494931607878829e-10,1.3003956804964744e-08
Two_Patterns_TRAIN.csv[57],0.02,4,10,0.29987700000000217,0.11823400000000106,1.6380845833148549e-09,6.429552899821586e-08
Two_Patterns_TRAIN.csv[58],0.02,4,10,0.3025960000000012,0.07471800000000428,2.4351271278952504e-09,1.7725882695780603e-07
Two_Patterns_TRAIN.csv[59],0.02,4,10,0.3056139999999985,0.09385300000000285,6.709137634923011e-08,8.18709979153597e-06
Two_Patterns_TRAIN.csv[60],0.02,4,10,0.36338500000000096,0.17273199999999633,2.124445159727075e-09,1.568041065113846e-07
Two_Patterns_TRAIN.csv[61],0.02,4,10,0.30808300000000344,0.09292800000000057,6.057067124972585e-10,2.0710960220917303e-08
Two_Patterns_TRAIN.csv[62],0.02,4,10,0.32215999999999667,0.12809500000000185,8.832441327632362e-10,3.482985857893202e-08
Two_Patterns_TRAIN.csv[63],0.02,4,10,0.31806899999999416,0.11126399999999848,1.347489593669934e-09,2.860093043116832e-08
Two_Patterns_TRAIN.csv[64],0.02,4,10,0.3320050000000023,0.0919760000000025,2.776076517592284e-09,2.1641802895278265e-07
Two_Patterns_TRAIN.csv[65],0.02,4,10,0.31537199999999643,0.12017200000000372,1.2059185827989054e-09,3.363997063634243e-08
Two_Patterns_TRAIN.csv[66],0.02,4,10,0.3884779999999992,0.09677200000000141,1.2831883462711768e-09,3.780315815341079e-08
Two_Patterns_TRAIN.csv[67],0.02,4,10,0.3113790000000023,0.13875300000000124,1.1295257651541432e-09,5.636570928945781e-08
Two_Patterns_TRAIN.csv[68],0.02,4,10,0.34278400000000175,0.07814600000000382,1.417027072051058e-09,6.360189487853373e-08
Two_Patterns_TRAIN.csv[69],0.02,4,10,0.3273279999999943,0.08473800000000153,1.505972702351113e-09,5.130349351139066e-08
Two_Patterns_TRAIN.csv[70],0.02,4,10,0.35423500000000274,0.17092199999999735,1.042518872015746e-09,5.376874996217518e-08
Two_Patterns_TRAIN.csv[71],0.02,4,10,0.3268410000000017,0.09535700000000702,1.2248855143934019e-09,3.2002159898309766e-08
Two_Patterns_TRAIN.csv[72],0.02,4,10,0.3384070000000037,0.10352199999999812,5.3356764813650204e-09,5.556286515914982e-07
Two_Patterns_TRAIN.csv[73],0.02,4,10,0.43887300000000096,0.11511099999999885,1.4681178917701587e-09,7.041797742796545e-08
Two_Patterns_TRAIN.csv[74],0.02,4,10,0.3173829999999924,0.1416420000000045,1.3400722254600803e-09,4.1812091734976646e-08
Two_Patterns_TRAIN.csv[75],0.02,4,10,0.3142819999999915,0.09492500000000348,1.9297054483418633e-09,1.1125052037430905e-07
Two_Patterns_TRAIN.csv[76],0.02,4,10,0.31590899999999067,0.10487000000000535,1.2197917320413507e-09,4.004741032695261e-08
Two_Patterns_TRAIN.csv[77],0.02,4,10,0.31050000000000466,0.091826999999995,1.1479035037278062e-08,6.976195824607275e-07
Two_Patterns_TRAIN.csv[78],0.02,4,10,0.32121399999999767,0.10464699999999993,5.16938732196576e-10,1.6317007607005262e-08
Two_Patterns_TRAIN.csv[79],0.02,4,10,0.3174619999999919,0.08125499999999874,2.6335865475312943e-09,1.9058443517501045e-07
Two_Patterns_TRAIN.csv[80],0.02,4,10,0.3155079999999941,0.1373739999999941,8.120915741012548e-10,3.411493556806883e-08
Two_Patterns_TRAIN.csv[81],0.02,4,10,0.36184799999999484,0.14186800000000233,9.958533024082442e-10,1.8956691992642877e-08
Two_Patterns_TRAIN.csv[82],0.02,4,10,0.3986639999999966,0.17057499999999948,2.624694919768805e-09,1.4456293384691724e-07
Two_Patterns_TRAIN.csv[83],0.02,4,10,0.3414380000000108,0.08323200000000952,1.2844785874880529e-09,5.051495413310721e-08
Two_Patterns_TRAIN.csv[84],0.02,4,10,0.3520409999999998,0.19824399999998832,1.639533448108329e-09,4.163191511938601e-08
Two_Patterns_TRAIN.csv[85],0.02,4,10,0.33510200000000623,0.1272029999999944,5.551826363357506e-09,3.597359538099035e-07
Two_Patterns_TRAIN.csv[86],0.02,4,10,0.32970400000000666,0.09571499999999844,1.0779670017805443e-09,2.9760592509804838e-08
Two_Patterns_TRAIN.csv[87],0.02,4,10,0.3476969999999966,0.11701600000000667,1.244557453789011e-09,4.5887007030864575e-08
Two_Patterns_TRAIN.csv[88],0.02,4,10,0.3326770000000039,0.09920499999999777,2.0529266606589597e-09,8.368087904237792e-08
Two_Patterns_TRAIN.csv[89],0.02,4,10,0.3367149999999981,0.1359070000000031,1.2553499750044012e-09,5.8236779018484317e-08
Two_Patterns_TRAIN.csv[90],0.02,4,10,0.3492999999999995,0.1318510000000117,2.562625417065302e-09,6.703636327192959e-08
Two_Patterns_TRAIN.csv[91],0.02,4,10,0.361220000000003,0.10276100000000099,1.1083065478862659e-09,2.9753688201070097e-08
Two_Patterns_TRAIN.csv[92],0.02,4,10,0.34676599999998814,0.1142070000000075,1.1778001013689848e-09,5.7467763127833805e-08
Two_Patterns_TRAIN.csv[93],0.02,4,10,0.37031999999999243,0.16362499999999613,6.217318595047088e-10,1.3292455299584112e-08
Two_Patterns_TRAIN.csv[94],0.02,4,10,0.3479379999999992,0.12412499999999227,6.566442717753541e-10,8.376877046048147e-09
Two_Patterns_TRAIN.csv[95],0.02,4,10,0.3527779999999865,0.14833600000000047,1.075343127010622e-09,2.0432403601758722e-08
Two_Patterns_TRAIN.csv[96],0.02,4,10,0.34511399999999526,0.10093999999999426,1.3395679498693825e-09,6.541657339353576e-08
Two_Patterns_TRAIN.csv[97],0.02,4,10,0.34653299999999376,0.11905299999999386,5.607499180641567e-09,6.125408708325112e-07
Two_Patterns_TRAIN.csv[98],0.02,4,10,0.3468000000000018,0.11905399999999133,6.330505145706207e-09,6.101251488705364e-07
Two_Patterns_TRAIN.csv[99],0.02,4,10,0.3958560000000091,0.1062079999999952,2.733307780195493e-09,2.4263436868923173e-07
Two_Patterns_TRAIN.csv[100],0.02,4,10,0.3593890000000073,0.20221700000000453,8.41845330851934e-10,1.8820376209031945e-08
Two_Patterns_TRAIN.csv[101],0.02,4,10,0.32651100000001065,0.14266800000000046,6.665135794751098e-10,1.5801733750425365e-08
Two_Patterns_TRAIN.csv[102],0.02,4,10,0.3245909999999981,0.10574900000000298,2.1353509534609687e-09,6.301448620331301e-08
Two_Patterns_TRAIN.csv[103],0.02,4,10,0.32183700000000215,0.11146599999999296,6.298824737803541e-10,1.4149537919955101e-08
Two_Patterns_TRAIN.csv[104],0.02,4,10,0.3242350000000016,0.1263489999999905,1.7374912107463274e-09,2.9485296525902012e-08
Two_Patterns_TRAIN.csv[105],0.02,4,10,0.32504400000000544,0.0967019999999934,4.115901751862591e-09,3.13429691232262e-07
Two_Patterns_TRAIN.csv[106],0.02,4,10,0.32204299999999364,0.09615199999998936,1.5691570759220205e-09,1.207064533484284e-07
Two_Patterns_TRAIN.csv[107],0.02,4,10,0.31615499999999486,0.10969999999998947,1.11142063117758e-08,1.145933220512388e-06
Two_Patterns_TRAIN.csv[108],0.02,4,10,0.3315669999999926,0.12301899999999932,2.376108529685819e-09,4.43974045064218e-08
Two_Patterns_TRAIN.csv[109],0.02,4,10,0.3218339999999955,0.14593100000000447,7.466127126597593e-10,2.4120862599192676e-08
Two_Patterns_TRAIN.csv[110],0.02,4,10,0.3231190000000055,0.12429300000000865,2.0946943095561455e-09,1.1179039747634775e-07
Two_Patterns_TRAIN.csv[111],0.02,4,10,0.3270610000000005,0.09322999999999126,1.6371553299328907e-09,5.366987709584728e-08
Two_Patterns_TRAIN.csv[112],0.02,4,10,0.32664300000000424,0.10012700000000052,1.8508234690026733e-09,1.3832023379942182e-07
Two_Patterns_TRAIN.csv[113],0.02,4,10,0.31958500000000356,0.1812890000000067,6.347112922094348e-10,1.6560967362040915e-08
Two_Patterns_TRAIN.csv[114],0.02,4,10,0.32344399999999496,0.10720399999999586,1.6432090923752984e-09,3.184516760621234e-08
Two_Patterns_TRAIN.csv[115],0.02,4,10,0.3230039999999974,0.10192100000000437,8.838996643614978e-10,3.334090171802332e-08
Two_Patterns_TRAIN.csv[116],0.02,4,10,0.3314810000000108,0.1276979999999952,1.1068820623122979e-09,5.070844258044717e-08
Two_Patterns_TRAIN.csv[117],0.02,4,10,0.3233579999999989,0.1148110000000031,8.90878096215073e-10,2.8752066096514633e-08
Two_Patterns_TRAIN.csv[118],0.02,4,10,0.37845400000000495,0.16721100000000888,4.437610379107123e-09,1.9892770012524488e-07
Two_Patterns_TRAIN.csv[119],0.02,4,10,0.3210080000000062,0.09062500000000284,1.516150774065047e-09,4.386299688267874e-08
Two_Patterns_TRAIN.csv[120],0.02,4,10,0.3225520000000017,0.15159699999999532,1.397127164944761e-09,8.42407437365912e-08
Two_Patterns_TRAIN.csv[121],0.02,4,10,0.3280319999999932,0.1161120000000011,1.4952937486394513e-09,6.220539739783349e-08
Two_Patterns_TRAIN.csv[122],0.02,4,10,0.359146999999993,0.1181710000000038,6.489140851587554e-09,5.428550838853604e-07
Two_Patterns_TRAIN.csv[123],0.02,4,10,0.4591620000000063,0.17414700000000494,7.26083705178799e-10,2.2782400590822418e-08
Two_Patterns_TRAIN.csv[124],0.02,4,10,0.3716409999999968,0.16310199999999497,1.2895503408567763e-09,2.1757839764698013e-08
Two_Patterns_TRAIN.csv[125],0.02,4,10,0.42857600000000673,0.19845399999999813,5.703277905899843e-09,5.28599850881982e-07
Two_Patterns_TRAIN.csv[126],0.02,4,10,0.4238459999999975,0.11477399999999705,2.964229252397005e-08,3.68412869987835e-06
Two_Patterns_TRAIN.csv[127],0.02,4,10,0.35684999999999434,0.12218400000000429,1.173481290693925e-09,2.612232298760552e-08
Two_Patterns_TRAIN.csv[128],0.02,4,10,0.3679300000000012,0.11557600000000434,3.472635926346657e-09,1.5058249827808912e-07
Two_Patterns_TRAIN.csv[129],0.02,4,10,0.3595710000000025,0.15385700000000213,1.2779921669535134e-09,4.590147644669474e-08
Two_Patterns_TRAIN.csv[130],0.02,4,10,0.43784899999999993,0.14272199999999202,7.509571909564655e-10,1.5383291502725118e-08
Two_Patterns_TRAIN.csv[131],0.02,4,10,0.378760000000014,0.12707699999999988,1.232373101924844e-09,1.653026707605379e-08
Two_Patterns_TRAIN.csv[132],0.02,4,10,0.3530189999999891,0.11881300000000294,2.374866739428533e-09,1.4311601246349647e-07
Two_Patterns_TRAIN.csv[133],0.02,4,10,0.380628999999999,0.10214799999999968,1.0853232123320492e-09,6.338459943119928e-08
Two_Patterns_TRAIN.csv[134],0.02,4,10,0.39624400000002424,0.17583799999999883,1.65464513349474e-09,2.9776278413496726e-08
Two_Patterns_TRAIN.csv[135],0.02,4,10,0.3729460000000131,0.12989399999997886,7.109046700951888e-10,1.8792830505093777e-08
Two_Patterns_TRAIN.csv[136],0.02,4,10,0.42418700000001763,0.13267799999999852,1.5882794840338378e-09,5.1890625872816545e-08
Two_Patterns_TRAIN.csv[137],0.02,4,10,0.3703399999999988,0.13435800000002018,1.2012049255732954e-09,4.133516381972793e-08
Two_Patterns_TRAIN.csv[138],0.02,4,10,0.442545999999993,0.1774170000000197,2.0709072007608715e-09,3.100068552397162e-08
Two_Patterns_TRAIN.csv[139],0.02,4,10,0.47601900000000796,0.12191199999998048,4.251152464624716e-09,2.989453685709407e-07
Two_Patterns_TRAIN.csv[140],0.02,4,10,0.37842299999999796,0.13221599999999967,2.401320042617959e-09,8.433448913750696e-08
Two_Patterns_TRAIN.csv[141],0.02,4,10,0.4052180000000192,0.11988600000000815,3.4516002819274685e-09,2.755084971196235e-07
Two_Patterns_TRAIN.csv[142],0.02,4,10,0.391619999999989,0.13339399999998136,8.936578354022127e-09,1.0229815068813124e-06
Two_Patterns_TRAIN.csv[143],0.02,4,10,0.4418640000000096,0.10420500000000743,9.747242806628587e-10,2.004698054997593e-08
Two_Patterns_TRAIN.csv[144],0.02,4,10,0.3966470000000015,0.13975700000000302,5.151186799189059e-06,0.0006591957811470006
Two_Patterns_TRAIN.csv[145],0.02,4,10,0.35325299999999515,0.13757499999999823,1.5567127297764417e-09,5.818341910741059e-08
Two_Patterns_TRAIN.csv[146],0.02,4,10,0.3929640000000063,0.13429700000000366,6.610746418187181e-10,1.315427360763349e-08
Two_Patterns_TRAIN.csv[147],0.02,4,10,0.4205649999999821,0.1773200000000088,1.9785493206203472e-09,8.81822861892607e-08
Two_Patterns_TRAIN.csv[148],0.02,4,10,0.38924199999999587,0.16431599999998525,9.81013102313716e-10,4.873652745711173e-08
Two_Patterns_TRAIN.csv[149],0.02,4,10,0.3999059999999872,0.11655999999999267,7.542362234183916e-10,1.2374603747244839e-08
Two_Patterns_TRAIN.csv[150],0.02,4,10,0.3502860000000112,0.11080900000001748,3.261965266897562e-09,1.4852848918816246e-07
Two_Patterns_TRAIN.csv[151],0.02,4,10,0.39644899999998984,0.16080500000001052,1.6445634056152496e-09,8.170929304302566e-08
Two_Patterns_TRAIN.csv[152],0.02,4,10,0.3747410000000002,0.1262399999999957,6.31555320457776e-10,1.7648712196414353e-08
Two_Patterns_TRAIN.csv[153],0.02,4,10,0.3443100000000072,0.11535299999999893,2.128713336318339e-09,1.0747919958888899e-07
Two_Patterns_TRAIN.csv[154],0.02,4,10,0.424318999999997,0.13045300000001703,8.179521039925485e-10,5.287951918451109e-08
Two_Patterns_TRAIN.csv[155],0.02,4,10,0.3653989999999965,0.17778999999998746,2.3047262571129528e-09,1.9215802153332396e-07
Two_Patterns_TRAIN.csv[156],0.02,4,10,0.3702289999999948,0.12905299999999897,2.8240340567133688e-09,2.440714833306092e-07
Two_Patterns_TRAIN.csv[157],0.02,4,10,0.3605230000000006,0.1050029999999822,1.5284320740130934e-09,7.160103359910722e-08
