data_source,threshold,min_num,run_times,csi_time,my_method_time,mean_error,max_error,linear,curve
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[0],0.02,4,10,13.120000000000001,1.3100000000000005,7.80385176032852e-05,0.0054772971897320555,9,10
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[1],0.02,4,10,13.62,6.419999999999998,7.873412947727498e-06,0.0038665261743423187,1,2
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[2],0.02,4,10,13.68,1.6400000000000006,0.00018231713771644492,0.013309726441295855,8,9
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[3],0.02,4,10,13.520000000000003,1.4600000000000009,2.5949964338357562e-05,0.0028228061459609887,6,7
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[4],0.02,4,10,13.740000000000009,0.5499999999999972,0.00012773683395702912,0.009679172779533075,27,28
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[5],0.02,4,10,13.64,0.4099999999999966,0.00016561006338343534,0.012893485856583512,25,26
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[6],0.02,4,10,13.569999999999993,1.0700000000000074,0.00039518470000228924,0.17828392293820997,5,6
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[7],0.02,4,10,13.590000000000003,0.35999999999999943,0.00025464870104628846,0.029870688943172297,27,28
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[8],0.02,4,10,13.5,0.37000000000000455,0.0002472969997389465,0.012873014639225406,26,27
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[9],0.02,4,10,13.47999999999999,0.4200000000000159,0.0001232856969027133,0.017215333238884325,16,16
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[10],0.02,4,10,13.509999999999991,0.539999999999992,0.0005410593776188483,0.07032153744074125,14,15
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[11],0.02,4,10,13.450000000000017,0.8799999999999955,0.0013409054600380542,0.2395521499553361,11,12
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[12],0.02,4,10,13.519999999999982,0.9099999999999966,0.0002756780103205206,0.045598095143098004,11,12
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[13],0.02,4,10,13.54000000000002,1.0900000000000034,0.00023687634442995636,0.029141161768103354,13,14
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[14],0.02,4,10,13.389999999999986,0.5300000000000011,0.00026378819330337416,0.035519974245783924,12,13
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[15],0.02,4,10,13.640000000000015,1.6500000000000057,0.0002711725287505253,0.04842595172652912,10,11
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[16],0.02,4,10,13.45999999999998,0.3200000000000216,0.0005639252569532109,0.0440476041317107,22,23
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[17],0.02,4,10,13.310000000000002,0.3299999999999841,0.0005231820226036728,0.0461507424146804,21,22
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[18],0.02,4,10,13.370000000000005,0.3100000000000023,0.0004183595930723384,0.04402440009199475,25,25
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[19],0.02,4,10,13.229999999999961,0.36000000000001364,0.0007008422265985151,0.1579985655526499,23,24
