data_source,threshold,min_num,run_times,csi_time,my_method_time,mean_error,max_error,linear,curve
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[0],0.01,4,10,13.519999999996799,1.4100000000034925,5.20173593090644e-05,0.0030095355996909525,5,6
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[1],0.01,4,10,13.369999999995343,13.17000000000553,0.0,0,0,1
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[2],0.01,4,10,13.470000000001164,1.9799999999959255,9.693350440142018e-05,0.023740060871963765,4,5
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[3],0.01,4,10,13.349999999998545,4.9799999999959255,6.2302804860093614e-06,0.001005201589933308,1,2
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[4],0.01,4,10,13.019999999996799,0.569999999999709,8.138129584005575e-05,0.007384654670954915,23,24
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[5],0.01,4,10,13.049999999995634,0.41000000000349246,0.0001049409411120921,0.012893485856583512,21,22
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[6],0.01,4,10,13.010000000002037,4.639999999999418,7.979258613674234e-06,0.0011572175412062958,3,4
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[7],0.01,4,10,13.059999999997672,0.5100000000020373,0.0002040577360141081,0.029870688943172297,21,22
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[8],0.01,4,10,13.30000000000291,0.4400000000023283,0.0001677934896420324,0.012873014639225406,22,23
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[9],0.01,4,10,13.169999999998254,0.6299999999973807,3.676118486738492e-05,0.00182013352030216,12,13
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[10],0.01,4,10,13.299999999995634,0.5600000000049477,0.00012775173262544192,0.02615288479465136,12,13
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[11],0.01,4,10,13.239999999997963,1.4000000000014552,0.0013354509371744417,0.4615418605440668,6,7
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[12],0.01,4,10,13.340000000003783,1.3799999999973807,0.00024494476524517325,0.045598095143098004,10,11
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[13],0.01,4,10,13.019999999996799,2.0199999999967986,6.425114951510209e-05,0.0076645754878085556,8,9
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[14],0.01,4,10,12.960000000006403,2.5099999999947613,5.099529420728428e-05,0.005468836282776076,8,9
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[15],0.01,4,10,13.12999999999738,2.4800000000032014,0.00014397300053579232,0.04842595172652912,6,7
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[16],0.01,4,10,13.419999999998254,0.6399999999994179,0.00022555046883161956,0.029115160806116824,14,15
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[17],0.01,4,10,13.42000000000553,0.37999999999738066,0.00024132455732388635,0.026757022596909315,16,17
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[18],0.01,4,10,13.430000000000291,0.3600000000005821,0.0002762350665061925,0.04402440009199475,19,20
UCR_TS_Archive_2015/BirdChicken/BirdChicken_TRAIN[19],0.01,4,10,13.230000000003201,0.3600000000005821,0.0004814267990172168,0.11499707199651348,18,19
